1.344466511454811553e-07,1.185705968964612111e-05,9.999879598617553711e-01
3.000917070394848452e-09,2.392099531789426692e-07,9.999997615814208984e-01
5.592887042382699292e-09,1.019579443095608440e-07,9.999998807907104492e-01
8.475074531055781790e-10,4.087953797693444358e-08,1.000000000000000000e+00
1.596884452737867832e-03,6.064863204956054688e-01,3.919168412685394287e-01
5.374454872253409121e-07,2.231856706202961504e-05,9.999771118164062500e-01
9.535218170597659082e-10,5.156600835221070156e-08,1.000000000000000000e+00
7.538571988874309682e-10,4.523236839304445311e-06,9.999954700469970703e-01
4.972724127583205700e-06,1.284143305383622646e-03,9.987108707427978516e-01
2.311792521737104922e-13,2.448363126822394875e-12,1.000000000000000000e+00
3.104908898876601597e-07,1.606280989108199719e-06,9.999980926513671875e-01
3.551343752405955456e-08,2.214723693327869114e-08,1.000000000000000000e+00
3.339688248171768237e-11,2.487619277236063908e-10,1.000000000000000000e+00
4.869212255620425367e-10,2.489413397643858161e-10,1.000000000000000000e+00
3.945168316477065673e-07,8.842169307854419458e-08,9.999995231628417969e-01
1.562489165829461513e-10,6.447426148525892131e-09,1.000000000000000000e+00
3.859630393066026954e-09,9.942886208591517061e-06,9.999901056289672852e-01
5.189417038309329655e-07,1.951347570866346359e-03,9.980481863021850586e-01
2.811559163262700167e-08,1.509531898591376375e-06,9.999984502792358398e-01
4.248773333159761023e-09,5.121903996041510254e-06,9.999948740005493164e-01
8.797124959528446198e-03,8.152551054954528809e-01,1.759478151798248291e-01
3.069189563393592834e-02,2.788671851158142090e-01,6.904409527778625488e-01
9.993361516080767615e-08,2.391255975453532301e-06,9.999974966049194336e-01
1.493564605326014316e-09,4.378264293336542323e-06,9.999955892562866211e-01
5.594319736701436341e-05,2.013169614656362683e-05,9.999239444732666016e-01
1.165448907158861402e-06,3.139801265206187963e-05,9.999674558639526367e-01
8.993009146252006758e-07,9.577710926532745361e-02,9.042219519615173340e-01
9.494828534517552043e-12,2.416756794687557885e-09,1.000000000000000000e+00
4.238097162101439608e-08,1.080093312566532404e-07,9.999998807907104492e-01
1.552552384964656085e-05,4.304510002839379013e-05,9.999414682388305664e-01
3.005433082580566406e-01,3.233437538146972656e-01,3.761130273342132568e-01
2.047333325094768952e-08,2.863715735657024197e-06,9.999971389770507812e-01
6.531148954991294886e-08,3.583771467674523592e-04,9.996415376663208008e-01
1.633068109185842331e-06,2.173880580812692642e-03,9.978245496749877930e-01
6.875430358377343509e-08,4.926857400278095156e-06,9.999949932098388672e-01
4.394958708076046605e-08,8.486306910526764113e-07,9.999991655349731445e-01
5.187769147596554831e-07,1.822720332711469382e-05,9.999812841415405273e-01
4.234570667449588655e-07,9.749162472871830687e-07,9.999985694885253906e-01
1.555909534545207862e-07,3.599719491376163205e-07,9.999995231628417969e-01
2.074450389244475446e-09,1.224927132170705590e-06,9.999988079071044922e-01
1.123762899624125566e-06,4.940699363942258060e-05,9.999494552612304688e-01
1.849153363764344249e-06,4.090901347808539867e-05,9.999572038650512695e-01
2.986709213281812936e-10,4.844658718639038852e-08,1.000000000000000000e+00
8.928813244324373954e-09,2.892166321544209495e-06,9.999971389770507812e-01
3.022160854015965015e-06,5.512339157576207072e-06,9.999914169311523438e-01
6.893019417475443333e-06,7.564655334135750309e-06,9.999855756759643555e-01
1.201043128967285156e-01,7.769429124891757965e-03,8.721262216567993164e-01
8.543118923398651532e-08,4.933176023769192398e-05,9.999505281448364258e-01
1.055358879966661334e-04,1.470336923375725746e-03,9.984241724014282227e-01
2.774807251989841461e-02,1.312159351073205471e-03,9.709397554397583008e-01
1.532642790458282889e-09,2.349075101104602936e-10,1.000000000000000000e+00
8.702734366483610984e-11,4.552155319359485475e-10,1.000000000000000000e+00
4.959773605150985532e-07,2.071677052128961805e-08,9.999995231628417969e-01
3.368753368704346940e-06,2.174449036829173565e-05,9.999748468399047852e-01
1.671132743297221168e-08,2.555636058332311222e-07,9.999997615814208984e-01
5.032554817319123686e-09,1.263464213252518675e-07,9.999998807907104492e-01
3.764465184019627486e-09,7.346045549638802186e-07,9.999992847442626953e-01
2.051238956468637298e-09,7.836346327394494438e-08,9.999998807907104492e-01
1.742481825495190151e-09,5.987865758783073034e-09,1.000000000000000000e+00
1.384471537413389797e-09,2.289712064396098867e-08,1.000000000000000000e+00
2.056549703866039636e-07,6.799704124205163680e-07,9.999991655349731445e-01
2.328089749425998889e-06,4.723053716588765383e-04,9.995254278182983398e-01
2.044066782502795832e-08,3.947269215132109821e-05,9.999605417251586914e-01
7.252323741546717883e-10,5.387624923969269730e-08,1.000000000000000000e+00
2.914948424859176157e-07,6.851175567135214806e-04,9.993145465850830078e-01
3.172563878273138016e-10,1.591846171322686132e-06,9.999984502792358398e-01
1.654823677199601661e-06,2.587380186014343053e-05,9.999724626541137695e-01
1.351260038973123301e-06,1.600348127794859465e-06,9.999970197677612305e-01
3.379504391887167003e-07,6.157423740660306066e-06,9.999935626983642578e-01
2.687713317573070526e-02,6.954667568206787109e-01,2.776561081409454346e-01
2.720095471886452287e-05,9.983653435483574867e-04,9.989744424819946289e-01
1.310654518249521061e-08,1.901813220683834516e-06,9.999980926513671875e-01
1.031577603659370856e-16,6.170924448517522976e-12,1.000000000000000000e+00
8.973372168838977814e-04,2.271564735565334558e-04,9.988754391670227051e-01
1.866994611918926239e-02,3.072110237553715706e-03,9.782579541206359863e-01
7.054395609884522855e-07,1.391301509556797100e-07,9.999991655349731445e-01
5.780378614872461185e-06,3.916983928320405539e-07,9.999938011169433594e-01
1.249529759661527351e-06,2.967631644423818216e-06,9.999958276748657227e-01
6.269772701017473082e-09,8.826351205470928107e-08,9.999998807907104492e-01
3.927345559873174352e-08,3.591325003071688116e-05,9.999639987945556641e-01
1.211532094202993903e-06,1.193979405798017979e-03,9.988048076629638672e-01
5.462668468680931255e-07,1.207709260597766843e-06,9.999982118606567383e-01
2.997715357194730146e-12,1.019925299772239669e-08,1.000000000000000000e+00
3.604480127705755876e-07,3.151293412884115241e-06,9.999965429306030273e-01
1.663802464690888883e-07,1.255881306860828772e-05,9.999872446060180664e-01
1.230479974765330553e-04,1.141096508945338428e-04,9.997628331184387207e-01
1.389583417221729178e-07,4.300063210394000635e-06,9.999955892562866211e-01
8.789907690598397494e-11,7.785274647176265717e-07,9.999991655349731445e-01
9.111768690672761295e-07,8.117352081171702594e-06,9.999909400939941406e-01
5.068807595876023697e-08,1.133191815938516811e-07,9.999998807907104492e-01
2.017198630355210298e-09,3.141830120512167923e-06,9.999969005584716797e-01
1.454539480619132519e-03,5.621980428695678711e-01,4.363474547863006592e-01
2.670016101546934806e-07,1.882337528513744473e-05,9.999809265136718750e-01
1.301047891644202537e-08,1.928851922627927706e-08,1.000000000000000000e+00
1.679070692262030207e-06,5.112630105941207148e-07,9.999978542327880859e-01
6.928811669349670410e-01,3.064537048339843750e-01,6.651921430602669716e-04
3.912273314199410379e-06,1.301411339227342978e-05,9.999830722808837891e-01
1.910475155852964235e-08,4.202259873409275315e-09,1.000000000000000000e+00
7.033844478428363800e-03,1.713111414574086666e-03,9.912530779838562012e-01
1.850113662271724024e-08,3.379586246410326567e-07,9.999996423721313477e-01
3.348306631956177171e-10,5.721156171034635918e-08,1.000000000000000000e+00
8.831373321527280496e-08,7.219824510684702545e-06,9.999927282333374023e-01
2.829108041169092758e-07,3.227570459785056300e-07,9.999994039535522461e-01
3.524363245688277857e-09,4.055505996802821755e-06,9.999959468841552734e-01
1.492215320467948914e-02,3.926623240113258362e-02,9.458116888999938965e-01
9.511297941207885742e-01,4.886830225586891174e-02,1.950078740264871158e-06
9.986750483512878418e-01,1.324892975389957428e-03,1.779406844093500695e-08
9.786105751991271973e-01,2.138938009738922119e-02,4.677670468848649232e-13
9.723538160324096680e-01,2.743002958595752716e-02,2.161721640732139349e-04
9.833736419677734375e-01,1.645329780876636505e-02,1.729720243019983172e-04
9.988700747489929199e-01,1.129894866608083248e-03,2.149299849207864099e-09
9.899458289146423340e-01,8.249375037848949432e-03,1.804725150577723980e-03
9.999332427978515625e-01,6.665215914836153388e-05,1.685365447201547795e-07
9.979089498519897461e-01,2.068687463179230690e-03,2.239447167085018009e-05
9.818292856216430664e-01,1.790884509682655334e-02,2.618181169964373112e-04
9.938887357711791992e-01,6.111254915595054626e-03,9.875505746492763137e-09
9.950404763221740723e-01,4.934060852974653244e-03,2.552720070525538176e-05
1.975424736738204956e-01,8.011284470558166504e-01,1.329144346527755260e-03
9.670411348342895508e-01,3.295889869332313538e-02,1.166949537001471526e-09
9.876896142959594727e-01,1.211802661418914795e-02,1.924338721437379718e-04
4.414871335029602051e-03,9.955809712409973145e-01,4.121800429857103154e-06
9.990345239639282227e-01,9.654679452069103718e-04,1.796144921684117435e-08
7.242190837860107422e-01,2.723702192306518555e-01,3.410723293200135231e-03
9.980067610740661621e-01,1.961198169738054276e-03,3.197868136339820921e-05
9.952254295349121094e-01,4.756787791848182678e-03,1.783337029337417334e-05
9.993133544921875000e-01,6.866155890747904778e-04,2.639300156204171799e-08
5.801827087998390198e-02,9.419544935226440430e-01,2.722095996432472020e-05
9.754984974861145020e-01,2.448940277099609375e-02,1.207356581289786845e-05
9.995229244232177734e-01,4.768379440065473318e-04,2.323721588481930667e-07
9.989169836044311523e-01,1.083074836060404778e-03,4.625423954962570861e-08
9.745416641235351562e-01,2.545110508799552917e-02,7.163789177866419777e-06
9.987971782684326172e-01,1.202760497108101845e-03,4.621113092184714333e-08
2.112029045820236206e-01,7.887956500053405762e-01,1.499365453128120862e-06
9.972910284996032715e-01,2.708936808630824089e-03,6.720157208484067723e-10
9.991064667701721191e-01,8.793809101916849613e-04,1.420950411556987092e-05
9.732508659362792969e-01,2.674775570631027222e-02,1.435253921044932213e-06
9.961103796958923340e-01,3.889590734615921974e-03,5.422674028560114934e-12
9.992934465408325195e-01,7.065499667078256607e-04,4.081472937400576484e-09
9.979875087738037109e-01,2.011293778195977211e-03,1.240659798895649146e-06
9.517216682434082031e-01,4.810416698455810547e-02,1.741523883538320661e-04
9.718605875968933105e-01,2.813378721475601196e-02,5.614607744064414874e-06
9.863018989562988281e-01,1.327315438538789749e-02,4.249151388648897409e-04
9.973612427711486816e-01,2.638623816892504692e-03,6.125515028543304652e-08
9.613863229751586914e-01,3.860189393162727356e-02,1.177474132418865338e-05
9.906732439994812012e-01,9.269704110920429230e-03,5.707596938009373844e-05
9.988025426864624023e-01,1.197469537146389484e-03,7.428076820303886052e-09
9.983081817626953125e-01,1.690982026048004627e-03,8.787984597802278586e-07
9.745521545410156250e-01,2.543996088206768036e-02,7.909775376901961863e-06
